x,y,status,floor_factor,victim_present
22,11,clear,,0
14,7,clear,,0
74,58,clear,,0
66,54,clear,,0
85,67,clear,,0
32,61,clear,,0
43,70,clear,,0
90,2,clear,,0
35,66,clear,,0
1,73,clear,,0
7,4,clear,,0
48,5,clear,,0
40,1,clear,,0
92,48,clear,,0
6,8,clear,,0
58,55,clear,,0
91,3,clear,,0
9,50,clear,,0
77,68,clear,,0
28,63,clear,,0
61,60,clear,,0
80,73,clear,,0
41,2,clear,,0
27,67,wall,,0
93,12,clear,,0
44,7,clear,,0
30,72,clear,,0
10,14,clear,,0
2,10,clear,,0
81,74,clear,,0
54,57,clear,,0
39,77,clear,,0
12,60,clear,,0
86,9,clear,,0
31,73,clear,,0
4,56,clear,,0
37,4,wall,,0
78,5,clear,,0
70,1,clear,,0
3,11,clear,,0
89,14,clear,,0
36,8,clear,,0
55,21,clear,,1
88,55,clear,,0
47,17,clear,,0
13,61,clear,,0
79,6,clear,,0
5,20,clear,,0
71,2,clear,,0
16,66,clear,,0
90,15,clear,,0
76,80,clear,,0
68,76,clear,,0
29,5,clear,,0
48,18,clear,,0
21,1,clear,,0
40,14,clear,,0
26,79,clear,,0
6,21,clear,,1
92,61,clear,,0
77,81,clear,,0
69,77,clear,,0
42,60,clear,,0
80,86,clear,,0
8,67,clear,,0
27,80,clear,,0
0,63,clear,,0
33,11,clear,,0
19,76,clear,,0
25,7,clear,,0
66,8,clear,,0
11,72,clear,,0
93,25,clear,,0
30,85,clear,,0
85,21,wall,,0
51,28,clear,,0
2,23,clear,,0
84,62,clear,,0
43,24,clear,,0
1,27,wall,,0
20,77,clear,,0
87,67,clear,,0
67,9,clear,,0
12,73,clear,,0
86,22,clear,,0
59,5,clear,,0
4,69,clear,,0
72,87,clear,,0
23,82,clear,,0
89,27,clear,,1
17,8,clear,,0
36,21,clear,,0
9,4,clear,,0
55,34,clear,,0
88,68,clear,,0
46,71,clear,,0
38,67,clear,,0
76,93,clear,,0
68,89,clear,,0
29,18,wall,,0
7,79,clear,,0
26,92,clear,,0
31,27,clear,,0
91,78,clear,,0
42,73,clear,,0
83,74,clear,,0
8,80,clear,,0
0,76,clear,,0
60,90,clear,,0
52,86,clear,,0
13,15,clear,,0
85,34,wall,,0
51,41,clear,,0
24,24,clear,,0
43,37,clear,,0
84,75,clear,,0
35,33,clear,,0
1,40,clear,,0
87,80,clear,,0
34,74,clear,,0
53,87,clear,,0
92,15,clear,,0
37,79,clear,,0
56,92,clear,,0
77,35,clear,,0
9,17,clear,,0
69,31,clear,,0
27,34,clear,,0
38,80,clear,,0
79,81,wall,,0
30,39,wall,,0
49,89,clear,,0
90,90,clear,,0
82,86,clear,,0
48,93,clear,,0
54,24,clear,,0
73,37,clear,,0
20,31,clear,,0
12,27,clear,,0
4,23,clear,,0
23,36,clear,,0
83,87,clear,,0
75,83,clear,,0
41,90,clear,,0
88,22,wall,,0
33,86,clear,,0
25,82,clear,,0
13,28,clear,,0
24,37,clear,,0
65,38,wall,,0
16,33,clear,,0
57,34,clear,,0
76,47,clear,,0
68,43,clear,,0
34,87,clear,,0
92,28,clear,,1
37,92,clear,,0
58,35,clear,,0
77,48,clear,,0
50,31,clear,,0
69,44,clear,,0
61,40,clear,,0
80,53,clear,,0
8,34,clear,,0
11,39,wall,,0
71,90,clear,,0
29,93,clear,,0
87,34,clear,,0
72,54,clear,,0
64,50,clear,,0
56,46,clear,,0
55,1,clear,,0
88,35,clear,,1
46,38,clear,,0
65,51,clear,,0
57,47,clear,,0
76,60,clear,,0
49,43,clear,,0
68,56,clear,,0
7,46,clear,,0
18,55,clear,,0
59,93,clear,,0
50,44,clear,,0
91,45,clear,,0
42,40,clear,,0
8,47,clear,,0
0,43,clear,,0
19,56,clear,,0
60,57,clear,,0
11,52,clear,,0
52,53,clear,,0
85,1,clear,,0
51,8,clear,,0
43,4,wall,,0
87,47,clear,,0
1,7,clear,,0
53,54,clear,,0
45,50,clear,,0
56,59,clear,,0
3,53,clear,,0
77,2,clear,,0
14,62,clear,,0
80,7,clear,,0
46,51,clear,,0
5,13,clear,,0
38,47,clear,,0
79,48,clear,,0
49,56,clear,,0
90,57,clear,,0
82,53,clear,,0
15,63,clear,,0
7,59,clear,,0
48,60,clear,,0
81,8,clear,,0
73,4,clear,,0
31,7,clear,,0
91,58,clear,,0
23,3,clear,,0
83,54,clear,,0
75,50,clear,,0
41,57,clear,,0
33,53,clear,,0
24,4,clear,,0
65,5,clear,,0
10,69,clear,,1
2,65,clear,,0
68,10,wall,,0
1,20,clear,,0
34,54,clear,,0
86,64,clear,,0
37,59,clear,,0
78,60,clear,,0
58,2,clear,,0
3,66,clear,,0
89,69,clear,,0
14,75,clear,,0
61,7,clear,,0
19,10,clear,,0
79,61,clear,,0
11,6,clear,,0
30,19,clear,,0
71,57,clear,,0
90,70,clear,,0
63,53,clear,,0
82,66,clear,,0
29,60,clear,,0
54,4,clear,,0
40,69,clear,,0
20,11,wall,,0
6,76,clear,,0
12,7,clear,,0
31,20,clear,,0
4,3,clear,,0
75,63,clear,,0
41,70,clear,,0
88,2,clear,,0
33,66,clear,,0
93,80,clear,,0
44,75,clear,,0
85,76,clear,,0
46,5,clear,,0
38,1,clear,,0
2,78,clear,,0
49,10,clear,,0
15,17,clear,,0
7,13,clear,,0
26,26,clear,,0
86,77,clear,,0
59,60,clear,,0
78,73,clear,,0
89,82,clear,,0
17,63,clear,,0
91,12,clear,,0
36,76,clear,,0
50,11,wall,,0
55,89,clear,,0
28,72,clear,,0
42,7,clear,,0
8,14,clear,,0
27,27,clear,,0
0,10,clear,,0
19,23,clear,,0
11,19,clear,,0
30,32,clear,,0
84,9,clear,,0
29,73,clear,,0
40,82,clear,,0
81,83,clear,,0
87,14,wall,,0
73,79,clear,,0
34,8,clear,,0
53,21,clear,,0
72,34,clear,,0
45,17,clear,,0
4,16,clear,,0
56,26,clear,,0
3,20,clear,,0
22,33,clear,,0
14,29,clear,,0
74,80,clear,,0
85,89,clear,,0
13,70,clear,,0
46,18,clear,,0
32,83,clear,,0
38,14,clear,,0
24,79,clear,,0
57,27,clear,,0
43,92,clear,,0
49,23,clear,,0
90,24,clear,,0
35,88,clear,,0
15,30,clear,,0
7,26,clear,,0
67,77,clear,,0
26,39,wall,,0
18,35,clear,,0
17,76,clear,,1
91,25,clear,,0
36,89,clear,,0
9,72,clear,,0
77,90,clear,,0
28,85,clear,,0
0,23,clear,,0
60,37,clear,,0
33,20,clear,,0
52,33,wall,,0
10,36,clear,,0
73,92,clear,,0
34,21,clear,,0
86,31,clear,,0
23,91,clear,,0
89,36,clear,,0
66,89,clear,,0
24,92,clear,,0
90,37,clear,,0
29,27,clear,,0
48,40,clear,,0
40,36,clear,,0
6,43,clear,,0
92,83,wall,,0
58,90,clear,,0
50,86,clear,,0
42,82,clear,,0
41,37,clear,,0
33,33,clear,,0
52,46,clear,,0
93,47,clear,,0
25,29,clear,,0
44,42,clear,,0
85,43,wall,,0
10,49,clear,,0
51,50,clear,,0
2,45,clear,,0
54,92,clear,,0
86,44,clear,,0
78,40,clear,,0
70,36,clear,,0
89,49,clear,,0
55,56,clear,,0
47,52,clear,,0
88,90,clear,,0
46,93,clear,,0
71,37,clear,,0
82,46,clear,,0
48,53,clear,,0
21,36,clear,,0
40,49,clear,,0
81,50,clear,,0
6,56,clear,,0
72,1,clear,,0
22,0,clear,,0
74,47,clear,,0
93,60,clear,,0
66,43,clear,,0
85,56,clear,,0
35,55,clear,,0
1,62,clear,,0
67,44,clear,,0
26,6,clear,,0
18,2,clear,,0
59,40,clear,,0
78,53,clear,,0
70,49,clear,,0
36,56,clear,,1
77,57,clear,,0
80,62,clear,,0
60,4,clear,,1
5,68,clear,,0
52,0,clear,,0
10,3,clear,,0
62,50,clear,,0
81,63,clear,,0
54,46,clear,,0
73,59,clear,,0
53,1,clear,,0
39,66,clear,,0
31,62,clear,,0
56,6,clear,,0
89,3,clear,,0
22,13,clear,,0
14,9,clear,,0
55,10,wall,,0
74,60,clear,,0
66,56,clear,,0
32,63,clear,,0
43,72,clear,,1
16,55,clear,,0
90,4,clear,,0
35,68,clear,,0
82,0,clear,,0
1,75,clear,,0
48,7,clear,,0
40,3,clear,,0
92,50,clear,,0
6,10,clear,,0
17,56,clear,,0
58,57,clear,,0
9,52,clear,,0
50,53,clear,,0
83,1,clear,,0
80,75,clear,,0
41,4,wall,,0
27,69,wall,,0
93,14,clear,,0
44,9,clear,,0
85,10,wall,,0
30,74,clear,,0
2,12,clear,,0
54,59,clear,,0
73,72,clear,,0
39,79,clear,,0
12,62,clear,,0
86,11,wall,,0
31,75,clear,,0
4,58,clear,,1
72,76,clear,,0
78,7,clear,,0
70,3,clear,,0
89,16,clear,,0
36,10,clear,,0
55,23,clear,,0
28,6,clear,,0
88,57,clear,,0
47,19,clear,,0
13,63,clear,,0
46,60,clear,,0
79,8,clear,,0
5,22,clear,,0
71,4,clear,,0
16,68,clear,,0
63,0,clear,,0
76,82,clear,,0
68,78,clear,,0
29,7,clear,,0
15,72,clear,,0
48,20,clear,,0
21,3,clear,,0
40,16,clear,,0
26,81,clear,,0
18,77,clear,,0
6,23,clear,,0
92,63,clear,,0
69,79,clear,,0
42,62,clear,,0
8,69,clear,,0
27,82,clear,,0
0,65,clear,,0
19,78,clear,,0
93,27,clear,,0
66,10,wall,,0
11,74,clear,,0
25,9,clear,,0
30,87,clear,,0
85,23,wall,,0
51,30,clear,,0
24,13,clear,,0
84,64,clear,,0
35,22,clear,,0
87,69,clear,,0
12,75,clear,,0
59,7,clear,,0
4,71,clear,,0
45,72,clear,,0
72,89,clear,,0
17,10,clear,,0
36,23,clear,,0
9,6,clear,,0
28,19,clear,,0
88,70,clear,,0
46,73,clear,,0
38,69,clear,,0
68,91,clear,,0
7,81,clear,,0
91,80,clear,,0
23,25,clear,,0
42,75,clear,,0
83,76,clear,,0
0,78,clear,,0
41,79,clear,,0
60,92,clear,,0
52,88,clear,,0
13,17,clear,,0
32,30,clear,,0
24,26,clear,,0
43,39,clear,,0
84,77,clear,,0
35,35,clear,,0
76,36,clear,,0
1,42,clear,,0
87,82,clear,,0
34,76,clear,,0
53,89,clear,,0
92,17,wall,,0
37,81,clear,,0
17,23,clear,,0
77,37,clear,,0
50,20,wall,,0
9,19,clear,,0
69,33,clear,,0
27,36,clear,,0
19,32,clear,,0
38,82,clear,,0
79,83,wall,,0
71,79,clear,,0
90,92,clear,,0
82,88,clear,,0
54,26,clear,,0
40,91,clear,,0
20,33,clear,,0
12,29,clear,,0
72,43,clear,,0
4,25,clear,,0
23,38,clear,,0
83,89,clear,,0
75,85,clear,,0
41,92,clear,,0
88,24,clear,,0
33,88,clear,,0
25,84,clear,,0
13,30,clear,,0
46,27,clear,,0
65,40,clear,,0
16,35,clear,,0
57,36,clear,,0
76,49,clear,,0
49,32,clear,,0
68,45,clear,,0
34,89,clear,,0
67,86,clear,,0
92,30,clear,,0
70,91,clear,,0
58,37,clear,,0
50,33,clear,,0
69,46,clear,,0
61,42,clear,,0
30,54,clear,,0
71,92,clear,,0
87,36,clear,,0
4,38,clear,,0
45,39,clear,,0
72,56,clear,,0
64,52,clear,,0
56,48,clear,,0
55,3,clear,,0
88,37,clear,,1
46,40,clear,,0
5,2,clear,,0
65,53,clear,,0
57,49,clear,,0
49,45,clear,,0
68,58,clear,,0
7,48,clear,,0
26,61,clear,,0
18,57,clear,,0
39,0,clear,,0
91,47,clear,,0
42,42,clear,,0
83,43,wall,,0
75,39,clear,,0
8,49,clear,,0
0,45,clear,,0
41,46,clear,,0
60,59,clear,,0
11,54,clear,,0
52,55,clear,,0
51,10,wall,,0
84,44,clear,,0
43,6,clear,,0
87,49,clear,,0
1,9,clear,,0
53,56,clear,,0
45,52,clear,,0
37,48,clear,,0
77,4,clear,,0
69,0,clear,,0
14,64,clear,,0
80,9,clear,,0
27,3,clear,,0
38,49,clear,,1
79,50,clear,,0
71,46,clear,,0
30,8,clear,,0
90,59,clear,,0
82,55,clear,,0
7,61,clear,,0
48,62,clear,,0
81,10,wall,,0
73,6,clear,,0
20,0,clear,,0
39,13,clear,,0
31,9,clear,,0
91,60,clear,,0
23,5,clear,,0
83,56,clear,,0
75,52,clear,,0
41,59,clear,,0
33,55,clear,,0
24,6,clear,,0
65,7,clear,,0
10,71,clear,,0
16,2,clear,,0
57,3,clear,,0
2,67,clear,,1
34,56,clear,,0
67,53,clear,,0
86,66,clear,,0
37,61,clear,,0
78,62,clear,,0
58,4,clear,,0
3,68,clear,,0
70,58,clear,,0
50,0,clear,,0
89,71,wall,,0
14,77,clear,,0
61,9,clear,,0
47,74,clear,,0
8,3,clear,,0
79,63,clear,,0
11,8,clear,,0
30,21,clear,,1
71,59,clear,,0
90,72,clear,,0
63,55,clear,,0
82,68,clear,,0
29,62,clear,,0
40,71,clear,,0
87,3,clear,,0
6,78,clear,,0
12,9,clear,,0
53,10,wall,,0
4,5,clear,,0
22,22,clear,,0
88,4,clear,,0
33,68,clear,,0
85,78,clear,,0
46,7,clear,,0
38,3,clear,,0
51,85,clear,,0
2,80,clear,,0
43,81,clear,,0
49,12,clear,,0
15,19,clear,,0
7,15,wall,,0
86,79,clear,,0
18,24,clear,,0
78,75,clear,,0
89,84,clear,,0
17,65,wall,,0
91,14,clear,,0
36,78,clear,,0
42,9,clear,,0
55,91,clear,,0
28,74,clear,,0
83,10,wall,,0
47,87,clear,,0
8,16,clear,,0
0,12,clear,,0
19,25,clear,,0
11,21,clear,,0
52,22,clear,,0
29,75,clear,,0
81,85,clear,,0
87,16,wall,,0
73,81,clear,,0
34,10,clear,,0
53,23,clear,,0
72,36,clear,,0
45,19,clear,,0
56,28,clear,,0
3,22,clear,,0
22,35,clear,,0
14,31,clear,,0
74,82,clear,,0
85,91,clear,,0
13,72,clear,,0
46,20,clear,,0
32,85,clear,,0
38,16,clear,,0
24,81,clear,,0
16,77,clear,,0
49,25,clear,,0
35,90,clear,,0
90,26,clear,,0
15,32,clear,,0
48,29,clear,,0
18,37,clear,,0
92,72,clear,,0
17,78,clear,,0
91,27,clear,,0
9,74,clear,,0
77,92,clear,,0
28,87,clear,,0
69,88,clear,,0
60,39,clear,,0
33,22,clear,,0
52,35,wall,,0
25,18,wall,,0
34,23,clear,,0
86,33,clear,,0
23,93,clear,,0
89,38,clear,,0
55,45,clear,,0
47,41,clear,,0
88,79,clear,,0
90,39,clear,,0
29,29,clear,,0
48,42,clear,,0
21,25,clear,,0
40,38,clear,,0
6,45,clear,,0
92,85,wall,,0
58,92,clear,,0
50,88,clear,,0
75,32,clear,,0
41,39,clear,,0
33,35,clear,,0
74,36,clear,,0
93,49,clear,,0
25,31,clear,,0
44,44,clear,,0
85,45,clear,,0
10,51,clear,,0
51,52,clear,,0
2,47,clear,,1
43,48,clear,,0
84,86,clear,,0
67,33,clear,,0
86,46,clear,,0
78,42,clear,,0
70,38,clear,,0
89,51,clear,,0
17,32,clear,,0
55,58,clear,,0
47,54,clear,,0
88,92,clear,,0
5,57,clear,,0
38,91,clear,,0
71,39,clear,,0
63,35,clear,,0
21,38,clear,,0
40,51,clear,,0
81,52,clear,,0
73,48,clear,,0
6,58,clear,,1
39,55,clear,,0
72,3,clear,,0
22,2,clear,,0
74,49,clear,,0
93,62,clear,,0
66,45,clear,,0
85,58,clear,,0
13,39,wall,,0
35,57,clear,,0
1,64,clear,,0
67,46,clear,,0
18,4,clear,,0
59,42,clear,,0
70,51,clear,,0
36,58,clear,,0
9,41,clear,,0
77,59,clear,,0
69,55,clear,,0
80,64,clear,,0
60,6,clear,,0
5,70,clear,,0
52,2,clear,,0
10,5,wall,,0
62,52,clear,,0
81,65,clear,,0
54,48,clear,,0
73,61,clear,,0
39,68,clear,,0
86,0,clear,,0
31,64,clear,,0
89,5,clear,,0
14,11,wall,,0
47,8,clear,,0
66,58,clear,,0
32,65,clear,,0
16,57,clear,,0
90,6,clear,,0
35,70,clear,,0
82,2,clear,,0
1,77,clear,,0
48,9,clear,,0
40,5,clear,,0
92,52,clear,,0
6,12,clear,,0
58,59,clear,,0
9,54,clear,,0
50,55,clear,,0
77,72,clear,,0
42,51,clear,,0
80,77,clear,,0
8,58,clear,,0
41,6,clear,,0
27,71,wall,,0
33,2,clear,,0
74,3,clear,,0
93,16,clear,,0
11,63,clear,,0
44,11,clear,,0
30,76,clear,,0
85,12,wall,,0
10,18,clear,,0
2,14,clear,,0
43,15,clear,,0
54,61,clear,,0
67,0,clear,,0
12,64,clear,,0
86,13,clear,,1
31,77,clear,,0
4,60,clear,,0
72,78,clear,,0
78,9,clear,,0
70,5,clear,,0
89,18,clear,,0
36,12,clear,,0
55,25,clear,,0
28,8,clear,,0
88,59,clear,,0
47,21,clear,,0
46,62,clear,,0
5,24,clear,,0
38,58,clear,,0
71,6,clear,,0
63,2,clear,,1
76,84,clear,,0
29,9,clear,,0
15,74,clear,,0
21,5,clear,,0
7,70,clear,,0
40,18,clear,,0
26,83,clear,,0
18,79,clear,,0
6,25,clear,,0
92,65,clear,,0
91,69,clear,,0
42,64,clear,,0
8,71,clear,,0
27,84,clear,,0
0,67,clear,,0
19,80,clear,,0
93,29,clear,,0
11,76,clear,,0
85,25,wall,,0
30,89,clear,,0
13,6,clear,,0
51,32,clear,,0
84,66,clear,,0
16,11,wall,,0
35,24,clear,,0
87,71,clear,,0
34,65,clear,,0
59,9,clear,,0
4,73,clear,,0
45,74,clear,,0
72,91,clear,,0
37,70,clear,,0
17,12,clear,,0
3,77,clear,,0
36,25,clear,,0
9,8,clear,,0
28,21,clear,,0
88,72,clear,,0
46,75,clear,,0
38,71,clear,,0
90,81,clear,,0
7,83,clear,,0
39,35,clear,,0
12,18,clear,,0
31,31,clear,,0
91,82,clear,,1
23,27,clear,,0
83,78,clear,,0
75,74,clear,,0
0,80,clear,,0
41,81,clear,,0
33,77,clear,,0
52,90,clear,,1
13,19,clear,,0
44,86,clear,,0
32,32,clear,,0
24,28,clear,,0
84,79,clear,,0
16,24,clear,,0
76,38,clear,,0
1,44,clear,,0
87,84,clear,,0
34,78,clear,,0
53,91,clear,,0
45,87,clear,,0
86,88,clear,,0
92,19,clear,,0
37,83,clear,,0
77,39,clear,,0
50,22,clear,,0
9,21,clear,,0
69,35,clear,,0
42,18,clear,,0
80,44,clear,,0
8,25,clear,,0
19,34,clear,,0
79,85,wall,,0
71,81,clear,,0
82,90,clear,,0
29,84,clear,,0
54,28,wall,,0
40,93,clear,,0
20,35,clear,,0
12,31,clear,,0
72,45,clear,,0
83,91,clear,,0
75,87,clear,,0
88,26,clear,,0
33,90,clear,,0
25,86,clear,,0
65,42,clear,,0
76,51,clear,,0
49,34,clear,,0
68,47,clear,,0
67,88,clear,,0
92,32,clear,,0
70,93,clear,,0
58,39,clear,,0
50,35,clear,,0
91,36,clear,,0
61,44,clear,,0
30,56,clear,,0
63,90,wall,,0
87,38,clear,,0
34,32,clear,,0
53,45,clear,,0
4,40,clear,,0
45,41,clear,,1
72,58,clear,,0
64,54,clear,,0
56,50,clear,,0
88,39,clear,,0
47,1,clear,,0
46,42,clear,,0
5,4,clear,,0
38,38,clear,,0
57,51,clear,,0
49,47,clear,,0
90,48,clear,,0
7,50,clear,,0
26,63,clear,,0
18,59,clear,,1
39,2,clear,,0
91,49,clear,,0
83,45,clear,,0
75,41,clear,,0
0,47,clear,,0
41,48,clear,,0
60,61,clear,,0
52,57,clear,,0
44,53,clear,,0
10,60,clear,,0
84,46,clear,,0
43,8,clear,,0
35,4,wall,,0
76,5,clear,,0
87,51,clear,,0
1,11,clear,,0
53,58,clear,,0
45,54,clear,,0
86,55,clear,,0
37,50,clear,,0
3,57,clear,,0
77,6,clear,,0
69,2,clear,,0
14,66,clear,,0
27,5,clear,,0
19,1,clear,,0
79,52,clear,,1
71,48,clear,,0
30,10,clear,,0
90,61,clear,,0
63,44,clear,,0
82,57,clear,,0
40,60,clear,,0
73,8,clear,,0
20,2,clear,,0
6,67,clear,,0
39,15,clear,,0
31,11,clear,,0
23,7,clear,,0
83,58,clear,,0
75,54,clear,,0
41,61,clear,,0
33,57,clear,,0
93,71,clear,,0
65,9,clear,,0
10,73,clear,,0
16,4,clear,,0
57,5,clear,,0
2,69,clear,,0
49,1,clear,,0
15,8,clear,,0
67,55,clear,,0
86,68,clear,,0
59,51,clear,,0
78,64,clear,,0
58,6,clear,,0
70,60,clear,,0
50,2,clear,,0
36,67,clear,,0
8,5,wall,,0
27,18,wall,,0
5,79,clear,,0
79,65,clear,,0
11,10,clear,,0
30,23,clear,,0
71,61,clear,,0
63,57,clear,,0
82,70,clear,,0
84,0,clear,,0
29,64,clear,,0
40,73,clear,,0
87,5,clear,,0
6,80,clear,,0
12,11,wall,,0
4,7,clear,,0
45,8,clear,,0
22,24,clear,,0
88,6,clear,,0
14,20,clear,,0
85,80,clear,,0
46,9,clear,,0
32,74,clear,,0
38,5,clear,,0
51,87,clear,,0
2,82,clear,,0
43,83,clear,,0
49,14,clear,,0
35,79,clear,,0
7,17,clear,,0
26,30,clear,,0
18,26,clear,,0
78,77,clear,,0
70,73,clear,,0
91,16,clear,,0
36,80,clear,,0
9,63,clear,,0
55,93,clear,,0
28,76,clear,,0
42,11,clear,,0
47,89,clear,,0
75,8,clear,,0
8,18,clear,,0
41,15,clear,,0
11,23,clear,,0
52,24,clear,,0
44,20,clear,,0
10,27,wall,,0
81,87,clear,,0
87,18,wall,,0
73,83,clear,,0
34,12,clear,,0
53,25,clear,,0
39,90,clear,,0
45,21,clear,,0
31,86,clear,,0
64,34,clear,,0
56,30,clear,,0
3,24,clear,,0
22,37,clear,,0
74,84,clear,,0
13,74,clear,,0
32,87,clear,,0
24,83,clear,,0
16,79,clear,,1
90,28,clear,,0
35,92,clear,,0
7,30,clear,,0
92,74,clear,,0
17,80,clear,,0
91,29,clear,,0
9,76,clear,,0
28,89,clear,,0
69,90,clear,,0
27,93,clear,,0
60,41,clear,,0
33,24,clear,,0
52,37,clear,,0
25,20,clear,,0
93,38,clear,,0
44,33,clear,,0
34,25,clear,,0
86,35,clear,,0
4,82,clear,,0
37,30,clear,,0
89,40,clear,,0
36,34,clear,,0
55,47,clear,,0
47,43,clear,,0
88,81,clear,,1
5,46,clear,,0
57,93,clear,,0
90,41,clear,,0
29,31,clear,,0
48,44,clear,,0
21,27,clear,,0
40,40,clear,,0
6,47,clear,,0
92,87,wall,,0
50,90,clear,,0
42,86,clear,,0
33,37,clear,,0
74,38,clear,,0
93,51,clear,,0
66,34,clear,,0
25,33,clear,,0
85,47,clear,,0
51,54,clear,,0
2,49,clear,,0
43,50,clear,,0
84,88,clear,,0
1,53,clear,,0
67,35,clear,,0
86,48,clear,,0
59,31,clear,,0
78,44,clear,,0
89,53,clear,,0
17,34,clear,,0
9,30,clear,,0
55,60,clear,,0
47,56,clear,,0
5,59,clear,,0
38,93,clear,,0
63,37,clear,,0
62,41,clear,,0
81,54,clear,,0
73,50,clear,,0
39,57,clear,,0
64,1,clear,,0
22,4,clear,,0
74,51,clear,,0
66,47,clear,,0
85,60,clear,,0
32,54,clear,,0
35,59,clear,,1
1,66,clear,,0
59,44,clear,,0
92,41,clear,,0
58,48,clear,,0
77,61,clear,,0
69,57,clear,,0
61,53,clear,,0
80,66,clear,,0
60,8,clear,,0
52,4,clear,,0
93,5,clear,,0
44,0,clear,,0
30,65,clear,,0
10,7,clear,,0
2,3,clear,,0
62,54,clear,,0
81,67,clear,,0
54,50,clear,,0
73,63,clear,,0
20,57,clear,,0
39,70,clear,,0
86,2,clear,,0
31,66,clear,,0
4,49,clear,,0
3,4,clear,,0
89,7,clear,,0
88,48,clear,,0
47,10,clear,,0
13,54,clear,,0
16,59,clear,,0
57,60,clear,,0
90,8,clear,,0
76,73,clear,,0
82,4,clear,,0
48,11,clear,,0
40,7,clear,,0
92,54,clear,,0
6,14,clear,,0
58,61,clear,,0
77,74,clear,,0
50,57,clear,,0
42,53,clear,,0
80,79,clear,,0
8,60,clear,,0
27,73,wall,,0
0,56,clear,,0
33,4,clear,,0
