x,y,status,floor_factor,victim_present
74,5,clear,,0
93,18,clear,,0
66,1,clear,,0
11,65,clear,,0
25,0,clear,,0
30,78,clear,,0
85,14,wall,,0
32,8,clear,,0
51,21,clear,,0
2,16,clear,,0
84,55,wall,,0
43,17,clear,,0
87,60,clear,,0
67,2,clear,,0
86,15,clear,,0
4,62,clear,,0
72,80,clear,,0
23,75,clear,,0
70,7,clear,,0
89,20,clear,,0
22,79,clear,,0
55,27,clear,,1
28,10,clear,,0
88,61,clear,,0
47,23,clear,,0
5,26,clear,,0
38,60,clear,,0
63,4,clear,,1
76,86,clear,,0
29,11,clear,,0
15,76,clear,,0
21,7,clear,,1
62,8,clear,,0
7,72,clear,,0
26,85,clear,,0
18,81,clear,,0
91,71,clear,,0
42,66,clear,,0
83,67,clear,,0
8,73,clear,,0
0,69,clear,,0
19,82,clear,,0
11,78,clear,,0
85,27,wall,,0
13,8,clear,,0
32,21,clear,,0
51,34,clear,,0
84,68,clear,,0
16,13,clear,,0
35,26,clear,,0
87,73,clear,,0
34,67,clear,,0
72,93,clear,,0
92,8,clear,,0
37,72,clear,,0
56,85,clear,,0
17,14,clear,,0
3,79,clear,,0
9,10,clear,,0
28,23,clear,,0
5,39,clear,,0
38,73,clear,,0
79,74,clear,,0
90,83,clear,,0
82,79,clear,,0
48,86,clear,,0
73,30,clear,,0
20,24,clear,,0
39,37,clear,,0
12,20,clear,,0
31,33,clear,,0
91,84,clear,,0
23,29,clear,,0
83,80,clear,,0
75,76,clear,,1
41,83,clear,,0
88,15,clear,,0
33,79,clear,,0
52,92,clear,,0
25,75,clear,,0
13,21,clear,,0
44,88,clear,,0
24,30,clear,,0
16,26,clear,,0
76,40,clear,,0
68,36,clear,,0
1,46,clear,,0
34,80,clear,,0
45,89,clear,,0
86,90,clear,,0
92,21,clear,,0
37,85,clear,,0
78,86,clear,,0
77,41,clear,,0
50,24,clear,,0
69,37,clear,,0
42,20,clear,,0
61,33,clear,,0
80,46,clear,,0
8,27,wall,,0
19,36,clear,,0
79,87,wall,,0
11,32,clear,,0
29,86,clear,,0
21,82,clear,,0
54,30,wall,,0
87,27,clear,,0
20,37,clear,,0
72,47,clear,,0
64,43,clear,,0
75,89,clear,,0
88,28,clear,,1
33,92,clear,,0
74,93,clear,,0
25,88,clear,,0
65,44,clear,,0
57,40,clear,,0
76,53,clear,,0
49,36,clear,,0
68,49,clear,,0
7,39,clear,,0
67,90,clear,,0
50,37,clear,,0
91,38,clear,,0
42,33,clear,,0
8,40,clear,,0
60,50,clear,,0
30,58,clear,,0
63,92,clear,,0
51,1,clear,,0
87,40,clear,,0
34,34,clear,,0
53,47,clear,,0
72,60,clear,,0
45,43,clear,,0
64,56,clear,,0
37,39,clear,,0
56,52,clear,,0
3,46,clear,,0
14,55,clear,,0
80,0,clear,,0
46,44,clear,,0
5,6,clear,,1
38,40,clear,,0
79,41,wall,,0
49,49,clear,,0
90,50,clear,,0
15,56,clear,,0
7,52,clear,,0
81,1,clear,,0
18,61,clear,,0
39,4,wall,,0
31,0,clear,,0
91,51,clear,,1
83,47,clear,,0
75,43,clear,,0
41,50,clear,,0
52,59,wall,,0
44,55,clear,,0
32,1,clear,,0
10,62,clear,,0
2,58,clear,,0
35,6,clear,,0
76,7,clear,,0
68,3,clear,,0
1,13,clear,,0
45,56,clear,,0
86,57,clear,,0
37,52,clear,,0
3,59,clear,,0
77,8,clear,,0
89,62,clear,,0
69,4,clear,,0
14,68,clear,,0
61,0,clear,,0
27,7,clear,,0
19,3,clear,,0
79,54,clear,,0
30,12,clear,,0
71,50,clear,,0
90,63,clear,,0
63,46,clear,,0
82,59,clear,,0
62,1,clear,,0
40,62,clear,,0
20,4,clear,,1
6,69,clear,,0
12,0,clear,,0
31,13,clear,,0
23,9,clear,,0
64,10,wall,,0
75,56,clear,,0
41,63,clear,,0
33,59,clear,,0
93,73,clear,,0
44,68,clear,,0
85,69,clear,,0
10,75,clear,,0
57,7,clear,,0
2,71,clear,,0
49,3,clear,,0
15,10,clear,,1
7,6,clear,,0
26,19,clear,,0
67,57,clear,,0
86,70,clear,,0
59,53,clear,,0
92,1,clear,,0
78,66,clear,,0
58,8,clear,,0
89,75,wall,,0
50,4,clear,,0
91,5,clear,,0
36,69,clear,,0
42,0,clear,,0
28,65,clear,,0
8,7,clear,,0
27,20,clear,,0
5,81,clear,,0
11,12,clear,,0
30,25,clear,,0
63,59,clear,,0
84,2,clear,,0
29,66,clear,,0
40,75,clear,,0
81,76,clear,,1
87,7,clear,,0
6,82,clear,,0
4,9,clear,,0
45,10,clear,,0
37,6,clear,,0
3,13,clear,,0
22,26,clear,,0
88,8,clear,,0
14,22,clear,,0
74,73,clear,,0
85,82,clear,,0
46,11,clear,,0
32,76,clear,,0
38,7,clear,,0
51,89,clear,,0
49,16,clear,,0
90,17,clear,,0
35,81,clear,,0
15,23,clear,,0
7,19,clear,,0
26,32,clear,,0
70,75,clear,,1
17,69,wall,,0
91,18,clear,,0
36,82,clear,,0
9,65,clear,,0
77,83,clear,,0
28,78,clear,,0
47,91,clear,,0
75,10,wall,,0
0,16,clear,,0
41,17,clear,,1
80,88,clear,,0
33,13,clear,,0
52,26,wall,,0
44,22,clear,,0
10,29,clear,,0
2,25,clear,,0
21,75,clear,,0
81,89,clear,,0
87,20,wall,,0
73,85,clear,,0
20,79,clear,,0
53,27,clear,,0
39,92,clear,,0
45,23,clear,,0
86,24,clear,,0
31,88,clear,,0
23,84,clear,,0
56,32,clear,,0
3,26,clear,,0
89,29,clear,,0
22,39,wall,,0
14,35,clear,,0
13,76,clear,,0
32,89,clear,,0
24,85,clear,,0
16,81,clear,,0
90,30,clear,,0
29,20,clear,,0
92,76,clear,,0
17,82,clear,,0
9,78,clear,,0
69,92,clear,,0
33,26,clear,,0
25,22,clear,,0
93,40,clear,,0
44,35,clear,,0
85,36,wall,,0
51,43,clear,,0
2,38,clear,,0
54,85,clear,,0
86,37,clear,,0
70,29,clear,,0
89,42,clear,,0
55,49,clear,,0
28,32,clear,,0
47,45,clear,,0
88,83,clear,,0
5,48,clear,,0
71,30,clear,,0
49,91,clear,,0
29,33,clear,,0
48,46,clear,,0
21,29,clear,,0
40,42,clear,,0
6,49,clear,,0
92,89,wall,,0
50,92,clear,,0
42,88,clear,,0
74,40,clear,,0
93,53,clear,,0
66,36,clear,,0
25,35,clear,,0
85,49,clear,,0
51,56,clear,,0
24,39,wall,,0
43,52,clear,,0
84,90,clear,,0
35,48,clear,,0
1,55,clear,,0
59,33,clear,,0
78,46,clear,,0
17,36,clear,,0
36,49,clear,,0
77,50,clear,,0
9,32,clear,,0
47,58,clear,,0
80,55,clear,,0
5,61,clear,,0
62,43,clear,,0
81,56,clear,,0
73,52,clear,,0
39,59,clear,,0
31,55,clear,,0
22,6,clear,,0
14,2,clear,,0
74,53,clear,,0
66,49,clear,,0
32,56,clear,,0
35,61,clear,,0
76,62,clear,,0
1,68,clear,,0
48,0,clear,,0
92,43,clear,,0
6,3,clear,,0
58,50,clear,,0
9,45,clear,,0
50,46,clear,,0
77,63,clear,,0
69,59,clear,,0
61,55,clear,,0
80,68,clear,,0
27,62,clear,,0
19,58,clear,,0
52,6,clear,,0
93,7,clear,,0
44,2,clear,,1
85,3,clear,,0
30,67,clear,,0
10,9,clear,,1
2,5,clear,,0
62,56,clear,,0
54,52,clear,,0
20,59,clear,,0
39,72,clear,,0
12,55,clear,,0
86,4,clear,,0
31,68,clear,,1
4,51,clear,,1
78,0,clear,,0
89,9,clear,,0
88,50,clear,,0
47,12,clear,,0
13,56,clear,,0
46,53,clear,,0
79,1,clear,,0
16,61,clear,,0
76,75,clear,,0
49,58,clear,,0
82,6,clear,,0
29,0,clear,,0
15,65,clear,,0
48,13,clear,,0
40,9,clear,,0
26,74,wall,,0
92,56,clear,,0
6,16,clear,,0
50,59,clear,,0
42,55,clear,,0
8,62,clear,,0
27,75,clear,,0
0,58,clear,,0
74,7,clear,,0
93,20,clear,,0
66,3,clear,,0
11,67,clear,,0
25,2,clear,,0
30,80,clear,,0
85,16,wall,,0
32,10,clear,,0
51,23,clear,,0
2,18,clear,,0
43,19,clear,,0
84,57,clear,,0
87,62,clear,,0
1,22,clear,,0
67,4,clear,,0
12,68,clear,,0
59,0,clear,,0
4,64,clear,,0
72,82,clear,,0
70,9,clear,,1
17,3,clear,,0
22,81,clear,,0
28,12,clear,,0
47,25,clear,,0
88,63,clear,,0
38,62,clear,,0
15,78,clear,,0
21,9,clear,,0
62,10,wall,,0
7,74,clear,,0
26,87,clear,,0
54,6,clear,,0
18,83,clear,,0
31,22,clear,,0
91,73,clear,,0
42,68,clear,,0
83,69,clear,,0
8,75,clear,,0
0,71,clear,,0
41,72,clear,,0
11,80,clear,,0
13,10,clear,,0
44,77,clear,,0
32,23,clear,,0
51,36,clear,,0
24,19,clear,,0
84,70,clear,,0
16,15,clear,,0
35,28,clear,,0
87,75,clear,,0
34,69,clear,,0
64,91,clear,,0
37,74,clear,,0
92,10,clear,,0
56,87,clear,,0
3,81,clear,,0
9,12,clear,,0
27,29,clear,,0
38,75,clear,,0
79,76,clear,,0
71,72,clear,,0
30,34,clear,,0
90,85,clear,,0
82,81,clear,,0
48,88,clear,,0
73,32,clear,,0
20,26,clear,,0
39,39,clear,,0
12,22,clear,,0
31,35,clear,,0
4,18,clear,,1
91,86,clear,,0
23,31,clear,,1
83,82,clear,,1
75,78,clear,,0
88,17,clear,,0
33,81,clear,,1
25,77,clear,,0
13,23,clear,,0
44,90,clear,,0
65,33,clear,,0
16,28,clear,,0
57,29,clear,,0
76,42,clear,,0
34,82,clear,,0
67,79,clear,,0
92,23,clear,,0
37,87,clear,,0
78,88,clear,,0
58,30,clear,,0
50,26,clear,,0
36,91,clear,,0
69,39,clear,,0
42,22,clear,,0
61,35,clear,,0
80,48,clear,,0
8,29,clear,,0
0,25,clear,,0
19,38,clear,,0
79,89,wall,,0
11,34,clear,,0
29,88,clear,,0
21,84,clear,,0
87,29,clear,,0
12,35,clear,,0
72,49,clear,,0
64,45,clear,,0
56,41,clear,,0
88,30,clear,,0
25,90,clear,,0
66,91,clear,,0
46,33,clear,,0
65,46,clear,,0
57,42,clear,,0
76,55,clear,,0
49,38,clear,,0
68,51,clear,,0
7,41,clear,,0
67,92,clear,,0
59,88,clear,,0
91,40,clear,,0
42,35,clear,,0
8,42,clear,,0
0,38,clear,,0
60,52,clear,,0
52,48,clear,,0
51,3,clear,,0
87,42,clear,,0
34,36,clear,,0
53,49,clear,,0
72,62,clear,,0
45,45,clear,,0
64,58,clear,,0
3,48,clear,,0
14,57,clear,,0
80,2,clear,,0
38,42,clear,,0
30,1,clear,,1
90,52,clear,,0
82,48,clear,,0
15,58,clear,,0
48,55,clear,,0
81,3,clear,,0
18,63,clear,,0
39,6,clear,,0
31,2,clear,,0
91,53,clear,,1
83,49,clear,,0
75,45,clear,,0
41,52,clear,,0
44,57,clear,,0
65,0,clear,,0
10,64,clear,,0
2,60,clear,,0
76,9,clear,,0
68,5,clear,,0
34,49,clear,,0
26,8,clear,,0
45,58,clear,,0
86,59,clear,,0
37,54,clear,,0
78,55,clear,,0
3,61,clear,,0
77,10,wall,,0
89,64,clear,,0
69,6,clear,,0
14,70,clear,,0
61,2,clear,,1
27,9,clear,,0
19,5,clear,,0
79,56,clear,,0
11,1,clear,,0
71,52,clear,,0
90,65,clear,,0
63,48,clear,,0
82,61,clear,,0
29,55,clear,,0
40,64,clear,,0
20,6,clear,,1
6,71,clear,,0
12,2,clear,,0
53,3,clear,,0
23,11,clear,,0
56,8,clear,,0
41,65,clear,,0
33,61,clear,,0
74,62,clear,,0
93,75,clear,,0
44,70,clear,,0
85,71,clear,,0
46,0,clear,,0
10,77,clear,,0
57,9,clear,,0
2,73,clear,,0
43,74,clear,,0
49,5,clear,,1
15,12,clear,,0
7,8,clear,,0
26,21,clear,,0
86,72,clear,,0
59,55,clear,,0
78,68,clear,,0
89,77,wall,,0
17,58,clear,,0
91,7,clear,,0
36,71,clear,,0
50,6,clear,,0
55,84,clear,,0
28,67,clear,,0
83,3,clear,,0
42,2,clear,,0
8,9,clear,,1
0,5,clear,,0
5,83,clear,,0
11,14,clear,,0
84,4,clear,,0
29,68,clear,,0
40,77,clear,,0
81,78,clear,,0
87,9,clear,,0
73,74,clear,,0
34,3,clear,,0
39,81,clear,,0
72,29,clear,,0
45,12,clear,,0
37,8,clear,,0
56,21,clear,,0
22,28,clear,,0
14,24,clear,,0
74,75,clear,,0
85,84,clear,,0
13,65,clear,,0
46,13,clear,,0
32,78,clear,,0
38,9,clear,,0
51,91,clear,,0
79,10,wall,,0
43,87,clear,,0
16,70,clear,,0
49,18,clear,,0
35,83,clear,,0
90,19,clear,,0
15,25,clear,,0
7,21,clear,,0
48,22,clear,,0
18,30,clear,,0
70,77,clear,,0
17,71,wall,,0
91,20,clear,,0
36,84,clear,,0
9,67,clear,,0
77,85,clear,,1
28,80,clear,,0
41,19,clear,,0
52,28,wall,,0
25,11,clear,,0
44,24,clear,,0
10,31,clear,,0
2,27,wall,,0
81,91,clear,,0
73,87,clear,,0
20,81,clear,,0
12,77,clear,,0
45,25,clear,,0
31,90,clear,,0
86,26,clear,,0
23,86,clear,,0
89,31,clear,,0
14,37,clear,,0
47,34,clear,,0
13,78,clear,,0
32,91,clear,,0
24,87,clear,,0
65,88,clear,,0
90,32,clear,,0
68,93,clear,,0
29,22,clear,,0
48,35,clear,,0
6,38,clear,,0
92,78,clear,,0
42,77,clear,,0
61,90,clear,,0
33,28,clear,,0
25,24,clear,,0
93,42,clear,,0
44,37,clear,,0
85,38,wall,,0
51,45,clear,,0
2,40,clear,,0
43,41,clear,,0
62,91,clear,,0
54,87,clear,,0
86,39,clear,,0
78,35,clear,,0
70,31,clear,,0
89,44,clear,,0
17,25,clear,,0
55,51,clear,,0
28,34,clear,,0
47,47,clear,,0
88,85,clear,,0
5,50,clear,,1
46,88,clear,,0
38,84,clear,,0
71,32,clear,,0
49,93,clear,,0
29,35,clear,,0
21,31,clear,,0
81,45,clear,,0
73,41,clear,,1
6,51,clear,,0
39,48,clear,,0
42,90,clear,,0
74,42,clear,,0
93,55,clear,,0
66,38,clear,,0
85,51,clear,,0
13,32,clear,,0
51,58,clear,,0
43,54,clear,,0
16,37,clear,,0
35,50,clear,,0
1,57,clear,,0
34,91,clear,,0
26,1,clear,,0
59,35,clear,,0
70,44,clear,,0
17,38,clear,,0
36,51,clear,,1
77,52,clear,,0
9,34,clear,,0
69,48,clear,,0
80,57,clear,,0
5,63,clear,,0
62,45,clear,,0
81,58,clear,,0
73,54,clear,,0
39,61,clear,,0
31,57,clear,,0
22,8,clear,,0
14,4,clear,,0
55,5,clear,,0
66,51,clear,,0
32,58,clear,,0
65,55,clear,,0
35,63,clear,,0
76,64,clear,,0
1,70,clear,,0
48,2,clear,,0
92,45,clear,,0
6,5,wall,,0
58,52,clear,,0
9,47,clear,,0
50,48,clear,,0
77,65,clear,,0
42,44,clear,,0
61,57,clear,,0
80,70,clear,,0
8,51,clear,,0
27,64,wall,,0
19,60,clear,,0
93,9,clear,,0
11,56,clear,,0
85,5,clear,,0
30,69,clear,,0
44,4,wall,,0
10,11,clear,,0
2,7,clear,,0
62,58,clear,,0
54,54,clear,,0
12,57,clear,,0
86,6,clear,,0
31,70,clear,,0
72,71,clear,,0
78,2,clear,,0
89,11,clear,,0
36,5,clear,,0
28,1,clear,,0
88,52,clear,,0
47,14,clear,,0
46,55,clear,,0
5,17,clear,,0
38,51,clear,,1
76,77,clear,,0
49,60,clear,,0
68,73,clear,,0
29,2,clear,,0
15,67,clear,,0
7,63,clear,,0
26,76,clear,,0
6,18,clear,,0
92,58,clear,,0
50,61,clear,,0
91,62,clear,,0
42,57,clear,,0
8,64,clear,,0
27,77,clear,,0
0,60,clear,,0
74,9,clear,,0
93,22,clear,,0
66,5,clear,,0
11,69,clear,,0
85,18,wall,,0
30,82,clear,,0
32,12,clear,,0
51,25,clear,,0
24,8,clear,,0
84,59,clear,,0
43,21,clear,,0
1,24,clear,,0
87,64,clear,,0
34,58,clear,,0
67,6,clear,,0
59,2,clear,,0
4,66,clear,,1
37,63,clear,,0
17,5,clear,,1
3,70,clear,,0
22,83,clear,,0
14,79,clear,,0
47,27,clear,,0
88,65,clear,,0
38,64,clear,,0
90,74,clear,,0
15,80,clear,,0
7,76,clear,,0
26,89,clear,,0
54,8,clear,,0
18,85,clear,,0
31,24,clear,,0
91,75,clear,,0
23,20,clear,,0
83,71,clear,,1
0,73,clear,,1
41,74,clear,,0
33,70,clear,,0
13,12,clear,,1
44,79,clear,,0
32,25,clear,,0
24,21,clear,,0
43,34,clear,,0
16,17,clear,,0
84,72,clear,,0
35,30,clear,,0
76,31,clear,,0
87,77,clear,,1
34,71,clear,,0
53,84,clear,,0
86,81,clear,,0
92,12,clear,,0
37,76,clear,,0
56,89,clear,,0
77,32,clear,,0
50,15,wall,,0
9,14,clear,,0
89,86,clear,,0
27,31,clear,,0
19,27,clear,,0
79,78,clear,,0
71,74,clear,,0
30,36,clear,,0
90,87,clear,,0
82,83,clear,,0
29,77,clear,,0
48,90,clear,,0
54,21,clear,,0
20,28,clear,,0
39,41,clear,,0
12,24,clear,,0
31,37,clear,,0
72,38,clear,,0
4,20,clear,,0
23,33,clear,,0
83,84,clear,,0
75,80,clear,,0
41,87,clear,,0
88,19,clear,,0
33,83,clear,,0
25,79,clear,,0
44,92,clear,,0
46,22,clear,,0
65,35,clear,,0
16,30,clear,,0
57,31,clear,,0
76,44,clear,,0
49,27,clear,,0
92,25,clear,,0
18,39,wall,,0
78,90,clear,,0
70,86,clear,,0
58,32,clear,,0
50,28,clear,,0
36,93,clear,,0
42,24,clear,,0
61,37,clear,,0
8,31,clear,,0
0,27,wall,,0
11,36,clear,,0
71,87,clear,,0
29,90,clear,,0
87,31,clear,,0
12,37,clear,,0
72,51,clear,,0
45,34,clear,,0
64,47,clear,,0
88,32,clear,,0
25,92,clear,,0
66,93,clear,,0
46,35,clear,,0
65,48,clear,,0
57,44,clear,,0
49,40,clear,,0
68,53,clear,,0
7,43,clear,,0
59,90,clear,,0
91,42,clear,,0
75,34,clear,,0
8,44,clear,,0
0,40,clear,,0
41,41,clear,,0
60,54,clear,,0
52,50,clear,,0
44,46,clear,,0
10,53,clear,,0
43,1,clear,,0
1,4,clear,,0
87,44,clear,,0
53,51,clear,,0
45,47,clear,,0
56,56,clear,,0
3,50,clear,,0
14,59,clear,,0
80,4,clear,,0
79,45,clear,,0
30,3,clear,,0
90,54,clear,,0
82,50,clear,,0
7,56,clear,,0
48,57,clear,,0
40,53,clear,,0
73,1,clear,,0
6,60,clear,,0
39,8,clear,,0
31,4,clear,,0
72,5,clear,,0
23,0,clear,,0
83,51,clear,,0
75,47,clear,,0
41,54,clear,,0
33,50,clear,,0
93,64,clear,,0
44,59,clear,,0
65,2,clear,,0
10,66,clear,,0
2,62,clear,,1
68,7,clear,,0
15,1,clear,,0
34,51,clear,,0
26,10,clear,,0
67,48,clear,,0
86,61,clear,,0
18,6,clear,,0
37,56,clear,,0
78,57,clear,,0
70,53,clear,,0
3,63,clear,,0
89,66,clear,,0
36,60,clear,,0
69,8,clear,,1
61,4,clear,,0
27,11,clear,,0
19,7,clear,,0
5,72,clear,,0
11,3,clear,,0
79,58,clear,,0
71,54,clear,,0
90,67,clear,,0
63,50,clear,,0
82,63,clear,,0
29,57,clear,,0
40,66,clear,,0
6,73,clear,,0
12,4,clear,,0
53,5,clear,,0
45,1,clear,,0
56,10,wall,,0
14,13,clear,,0
33,63,clear,,0
93,77,clear,,0
85,73,clear,,0
46,2,clear,,0
32,67,clear,,0
2,75,clear,,0
43,76,clear,,0
49,7,clear,,0
35,72,clear,,1
15,14,clear,,0
1,79,clear,,1
7,10,clear,,0
26,23,clear,,0
86,74,clear,,0
59,57,clear,,0
78,70,clear,,0
89,79,wall,,0
17,60,clear,,0
91,9,clear,,0
36,73,clear,,0
9,56,clear,,0
55,86,clear,,0
28,69,clear,,0
42,4,wall,,0
83,5,clear,,0
75,1,clear,,0
8,11,clear,,0
0,7,clear,,0
41,8,clear,,0
44,13,clear,,0
84,6,clear,,0
29,70,clear,,0
10,20,clear,,0
81,80,clear,,0
87,11,wall,,0
73,76,clear,,0
34,5,clear,,0
39,83,clear,,0
45,14,clear,,0
31,79,clear,,0
37,10,clear,,0
56,23,clear,,0
3,17,clear,,0
22,30,clear,,0
14,26,clear,,0
74,77,clear,,0
85,86,clear,,0
13,67,clear,,0
32,80,clear,,0
38,11,clear,,0
51,93,clear,,0
24,76,clear,,0
43,89,clear,,0
16,72,clear,,0
71,8,clear,,0
35,85,clear,,0
90,21,clear,,0
7,23,clear,,0
48,24,clear,,0
40,20,clear,,0
92,67,clear,,0
17,73,wall,,0
91,22,clear,,0
9,69,clear,,0
77,87,clear,,1
28,82,clear,,0
41,21,clear,,0
27,86,clear,,0
60,34,clear,,0
52,30,wall,,0
93,31,clear,,0
25,13,clear,,0
44,26,clear,,0
30,91,clear,,0
10,33,clear,,0
73,89,clear,,0
20,83,clear,,0
12,79,clear,,0
86,28,clear,,0
31,92,clear,,0
4,75,clear,,0
89,33,clear,,0
36,27,clear,,0
47,36,clear,,0
88,74,clear,,0
13,80,clear,,0
24,89,clear,,0
65,90,clear,,0
57,86,clear,,0
90,34,clear,,0
29,24,clear,,0
48,37,clear,,0
6,40,clear,,0
92,80,wall,,0
42,79,clear,,0
61,92,clear,,0
0,82,clear,,0
74,31,clear,,0
33,30,clear,,0
93,44,clear,,0
25,26,clear,,0
85,40,wall,,0
32,34,clear,,0
51,47,clear,,0
2,42,clear,,0
43,43,clear,,0
84,81,clear,,0
54,89,clear,,0
87,86,clear,,0
53,93,clear,,0
86,41,clear,,0
78,37,clear,,0
70,33,clear,,0
89,46,clear,,0
17,27,clear,,0
9,23,clear,,0
55,53,clear,,0
28,36,clear,,0
47,49,clear,,0
88,87,clear,,0
5,52,clear,,0
46,90,clear,,0
29,37,clear,,0
21,33,clear,,0
62,34,clear,,0
81,47,clear,,0
73,43,clear,,0
39,50,clear,,0
42,92,clear,,0
74,44,clear,,0
66,40,clear,,0
85,53,clear,,0
51,60,clear,,0
43,56,clear,,0
16,39,wall,,0
35,52,clear,,0
1,59,clear,,0
34,93,clear,,0
59,37,clear,,0
92,34,clear,,0
58,41,clear,,1
77,54,clear,,0
9,36,clear,,0
69,50,clear,,0
61,46,clear,,0
80,59,clear,,0
60,1,clear,,1
62,47,clear,,0
81,60,clear,,0
73,56,clear,,0
39,63,clear,,0
31,59,clear,,0
4,42,clear,,0
89,0,clear,,0
14,6,clear,,0
55,7,clear,,0
88,41,clear,,0
47,3,clear,,0
65,57,clear,,0
57,53,clear,,0
90,1,clear,,0
48,4,clear,,0
40,0,clear,,0
92,47,clear,,0
6,7,clear,,0
58,54,clear,,0
77,67,clear,,0
50,50,clear,,0
42,46,clear,,0
61,59,clear,,1
80,72,clear,,0
8,53,clear,,0
27,66,wall,,0
0,49,clear,,0
19,62,clear,,0
93,11,clear,,0
11,58,clear,,0
44,6,clear,,0
30,71,clear,,0
85,7,clear,,0
10,13,clear,,0
2,9,clear,,1
84,48,clear,,0
43,10,clear,,0
54,56,clear,,0
87,53,clear,,0
12,59,clear,,0
53,60,clear,,0
86,8,clear,,0
72,73,clear,,0
78,4,clear,,0
70,0,clear,,0
89,13,clear,,0
36,7,clear,,1
55,20,wall,,0
28,3,clear,,0
88,54,clear,,0
47,16,clear,,0
46,57,clear,,0
5,19,clear,,0
38,53,clear,,0
76,79,clear,,0
49,62,clear,,0
68,75,clear,,0
29,4,clear,,0
15,69,clear,,0
21,0,clear,,0
7,65,clear,,0
40,13,clear,,0
26,78,clear,,0
73,10,wall,,0
18,74,wall,,0
6,20,clear,,0
39,17,clear,,0
91,64,clear,,0
42,59,clear,,0
83,60,clear,,0
8,66,clear,,0
0,62,clear,,0
19,75,clear,,0
93,24,clear,,0
66,7,clear,,0
11,71,clear,,0
85,20,wall,,0
